Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Via Login,Chrome 123.0.0.0,,,03-04-2024 09:46:57,03-04-2024 09:47:23,25.573s,FAILED
,,,,,,,
Test Cases/Login,Chrome 123.0.0.0,,,03-04-2024 09:46:58,03-04-2024 09:47:03,5.545s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,03-04-2024 09:46:58,03-04-2024 09:47:00,1.995s,PASSED
"navigateToUrl(""https://thinking-tester-contact-list.herokuapp.com/"")",Chrome 123.0.0.0,,,03-04-2024 09:47:00,03-04-2024 09:47:01,1.480s,PASSED
"setText(findTestObject(""Object Repository/Contact List App - Login/Page_Contact List App/input_here_email""), Email)",Chrome 123.0.0.0,,,03-04-2024 09:47:01,03-04-2024 09:47:02,0.958s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Contact List App - Login/Page_Contact List App/input_here_password""), Password)",Chrome 123.0.0.0,,,03-04-2024 09:47:02,03-04-2024 09:47:03,0.429s,PASSED
"click(findTestObject(""Object Repository/Contact List App - Login/Page_Contact List App/button_Submit""))",Chrome 123.0.0.0,,,03-04-2024 09:47:03,03-04-2024 09:47:03,0.363s,PASSED
,,,,,,,
Test Cases/Add New Contact List,Chrome 123.0.0.0,,,03-04-2024 09:47:18,03-04-2024 09:47:18,0.092s,FAILED
"click(findTestObject(""Object Repository/Contact List App/Page_My Contacts/button_Add a New Contact""))",Chrome 123.0.0.0,,,03-04-2024 09:47:18,03-04-2024 09:47:18,0.066s,FAILED
,,,,,,,
Test Cases/Logout,Chrome 123.0.0.0,,,03-04-2024 09:47:22,03-04-2024 09:47:23,1.092s,FAILED
"click(findTestObject(""Object Repository/Contact List App/Page_My Contacts/button_Logout""))",Chrome 123.0.0.0,,,03-04-2024 09:47:22,03-04-2024 09:47:23,1.077s,FAILED
